CAT-RMS,Time(s),Ch90-92,S1Linear displacement sensor,Time(s),Slope surface,Horizontal crest platform
,27982,50.2330133,,,,
,27983,50.2416197,,,,
,27984,50.2454122,,,,
,27985,50.2512381,,,,
,27986,50.2623909,,,,
,27987,50.2716646,,,,
,27988,50.2815043,,,,
,27989,50.2895579,,,,
,27990,50.2967275,,,,
,27991,50.3028006,,,,
,27992,50.3094517,,,,
,27993,50.3160977,,,,
,27994,50.3229121,,,,
,27995,50.3309307,,,,
,27996,50.3372925,,,,
,27997,50.3454244,,,,
,27998,50.350621,,,,
,27999,50.359279,,,,
,28000,50.3656724,,,,
,28001,50.3737577,,,,
,28002,50.3794762,,,,
,28003,50.392426,,,,
,28004,50.4009524,,,,
,28005,50.4082342,,,,
,28006,50.4153588,,,,
,28007,50.4221165,,,,
,28008,50.4294152,,,,
,28009,50.4365347,,,,
,28010,50.4424618,,,,
,28011,50.4475503,,,,
,28012,50.4534451,,,,
,28013,50.4594404,,,,
,28014,50.4674482,,,,
,28015,50.4742772,,,,
,28016,50.4822631,,,,
,28017,50.4907269,,,,
,28018,50.4989029,,,,
,28019,50.5079571,,,,
,28020,50.5161263,,,,
,28021,50.5248892,,,,
,28022,50.5313285,,,,
,28023,50.5378291,,,,
,28024,50.5433285,,,,
,28025,50.5506071,,,,
,28026,50.5576158,,,,
,28027,50.564426,,,,
,28028,50.5740263,,,,
,28029,50.5820723,,,,
,28030,50.5908166,,,,
,28031,50.5998626,,,,
,28032,50.6062987,,,,
,28033,50.6138091,,,,
,28034,50.6217756,,,,
,28035,50.6292548,,,,
,28036,50.6352238,,,,
,28037,50.641441,,,,
,28038,50.6460568,,,,
,28039,50.651731,,,,
,28040,50.6597802,,,,
,28041,50.6676016,,,,
,28042,50.6740059,,,,
,28043,50.6801046,,,,
,28044,50.6879241,,,,
,28045,50.6935362,,,,
,28046,50.6986019,,,,
,28047,50.7035851,,,,
,28048,50.7099109,,,,
,28049,50.7172582,,,,
,28050,50.7281948,,,,
,28051,50.735306,,,,
,28052,50.74318,,,,
,28053,50.7520332,,,,
,28054,50.7597715,,,,
,28055,50.770201,,,,
,28056,50.7795874,,,,
,28057,50.787377,,,,
,28058,50.7938499,,,,
,28059,50.800861,,,,
,28060,50.8100213,,,,
,28061,50.8141733,,,,
,28062,50.821103,,,,
,28063,50.8291948,,,,
,28064,50.8364757,,,,
,28065,50.8450181,,,,
,28066,50.85263,,,,
,28067,50.8605585,,,,
,28068,50.8666009,,,,
,28069,50.87252,,,,
,28070,50.8804587,,,,
,28071,50.8876849,,,,
,28072,50.8926012,,,,
,28073,50.8994663,,,,
,28074,50.9060361,,,,
,28075,50.9114639,,,,
,28076,50.9179147,,,,
,28077,50.9246241,,,,
,28078,50.9303379,,,,
,28079,50.9351136,,,,
,28080,50.9410131,,,,
,28081,50.9447807,,,,
,28082,50.9518749,,,,
,28083,50.9579003,,,,
,28084,50.9629857,,,,
,28085,50.9682141,,,,
,28086,50.9764839,,,,
,28087,50.9825656,,,,
,28088,50.9902886,,,,
,28089,50.999623,,,,
,28090,51.0058687,,,,
,28091,51.0127784,,,,
,28092,51.0174129,,,,
,28093,51.0248214,,,,
,28094,51.032485,,,,
,28095,51.0381778,,,,
,28096,51.0437824,,,,
,28097,51.0492785,,,,
,28098,51.054371,,,,
,28099,51.0602456,,,,
,28100,51.0654213,,,,
,28101,51.0732794,,,,
,28102,51.0792063,,,,
,28103,51.0861773,,,,
,28104,51.0917263,,,,
,28105,51.0959277,,,,
,28106,51.1021217,,,,
,28107,51.1106902,,,,
,28108,51.1166439,,,,
,28109,51.1214283,,,,
,28110,51.1279868,,,,
,28111,51.1338045,,,,
,28112,51.1420222,,,,
,28113,51.1474737,,,,
,28114,51.1529949,,,,
,28115,51.1619725,,,,
,28116,51.1668179,,,,
,28117,51.1734125,,,,
,28118,51.1799836,,,,
,28119,51.1862588,,,,
,28120,51.1932777,,,,
,28121,51.2016741,,,,
,28122,51.2074295,,,,
,28123,51.2141776,,,,
,28124,51.2216989,,,,
,28125,51.2279065,,,,
,28126,51.234439,,,,
,28127,51.2405951,,,,
,28128,51.2481462,,,,
,28129,51.2557699,,,,
,28130,51.2615566,,,,
,28131,51.2671052,,,,
,28132,51.273343,,,,
,28133,51.2802063,,,,
,28134,51.2887551,,,,
,28135,51.2926877,,,,
,28136,51.2982806,,,,
,28137,51.3054955,,,,
,28138,51.3111736,,,,
,28139,51.3152838,,,,
,28140,51.3210127,,,,
,28141,51.3296621,,,,
,28142,51.3374298,,,,
,28143,51.3419063,,,,
,28144,51.3484432,,,,
,28145,51.3551038,,,,
,28146,51.3613322,,,,
,28147,51.3689832,,,,
,28148,51.3749325,,,,
,28149,51.3817806,,,,
,28150,51.3885906,,,,
,28151,51.3969342,,,,
,28152,51.4023134,,,,
,28153,51.4083083,,,,
,28154,51.4159018,,,,
,28155,51.4222702,,,,
,28156,51.4270377,,,,
,28157,51.4348565,,,,
,28158,51.4402991,,,,
,28159,51.4474451,,,,
,28160,51.4535302,,,,
,28161,51.4597713,,,,
,28162,51.4645582,,,,
,28163,51.471065,,,,
,28164,51.4783361,,,,
,28165,51.482998,,,,
,28166,51.4888939,,,,
,28167,51.4965527,,,,
,28168,51.5030802,,,,
,28169,51.5107892,,,,
,28170,51.5180809,,,,
,28171,51.5268121,,,,
,28172,51.533651,,,,
,28173,51.5396814,,,,
,28174,51.5462406,,,,
,28175,51.5533427,,,,
,28176,51.5615367,,,,
,28177,51.5692253,,,,
,28178,51.5751756,,,,
,28179,51.5808867,,,,
,28180,51.5874017,,,,
,28181,51.5922659,,,,
,28182,51.5979224,,,,
,28183,51.6040311,,,,
,28184,51.6079228,,,,
,28185,51.613165,,,,
,28186,51.6203188,,,,
,28187,51.62683,,,,
,28188,51.6315486,,,,
,28189,51.6385037,,,,
,28190,51.6447856,,,,
,28191,51.6528541,,,,
,28192,51.6582356,,,,
,28193,51.6671154,,,,
,28194,51.6726839,,,,
,28195,51.6779118,,,,
,28196,51.6862117,,,,
,28197,51.6920909,,,,
,28198,51.6986828,,,,
,28199,51.703148,,,,
,28200,51.7071687,,,,
,28201,51.7156674,,,,
,28202,51.7217442,,,,
,28203,51.7282059,,,,
,28204,51.7353475,,,,
,28205,51.7414926,,,,
,28206,51.7480227,,,,
,28207,51.7526758,,,,
,28208,51.7589996,,,,
,28209,51.7650367,,,,
,28210,51.7724704,,,,
,28211,51.7775707,,,,
,28212,51.7842748,,,,
,28213,51.7918634,,,,
,28214,51.798599,,,,
,28215,51.8036486,,,,
,28216,51.8100729,,,,
,28217,51.8161568,,,,
,28218,51.8212772,,,,
,28219,51.8265883,,,,
,28220,51.8323599,,,,
,28221,51.8393733,,,,
,28222,51.8449462,,,,
,28223,51.8507062,,,,
,28224,51.8577467,,,,
,28225,51.8639396,,,,
,28226,51.869734,,,,
,28227,51.8764493,,,,
,28228,51.8807171,,,,
,28229,51.885738,,,,
,28230,51.8916029,,,,
,28231,51.8963336,,,,
,28232,51.9018638,,,,
,28233,51.9094177,,,,
,28234,51.9161187,,,,
,28235,51.921443,,,,
,28236,51.9280252,,,,
,28237,51.9346316,,,,
,28238,51.9392481,,,,
,28239,51.9463142,,,,
,28240,51.9517766,,,,
,28241,51.9566074,,,,
,28242,51.9624719,,,,
,28243,51.9690731,,,,
,28244,51.9740331,,,,
,28245,51.9801926,,,,
,28246,51.9861388,,,,
,28247,51.990758,,,,
,28248,51.9974687,,,,
,28249,52.0034057,,,,
,28250,52.008052,,,,
,28251,52.014969,,,,
,28252,52.021887,,,,
,28253,52.0283968,,,,
,28254,52.0319985,,,,
,28255,52.0392902,,,,
,28256,52.0464186,,,,
,28257,52.0539983,,,,
,28258,52.0598487,,,,
,28259,52.0648116,,,,
,28260,52.0709656,,,,
,28261,52.0774915,,,,
,28262,52.0853362,,,,
,28263,52.0907255,,,,
,28264,52.0994618,,,,
,28265,52.1042998,,,,
,28266,52.1103257,,,,
,28267,52.119038,,,,
,28268,52.1262075,,,,
,28269,52.1324221,,,,
,28270,52.1383492,,,,
,28271,52.143961,,,,
,28272,52.1494044,,,,
,28273,52.1560814,,,,
,28274,52.1607609,,,,
,28275,52.1649484,,,,
,28276,52.1736253,,,,
,28277,52.1791893,,,,
,28278,52.1864688,,,,
,28279,52.1937964,,,,
,28280,52.1996503,,,,
,28281,52.2080592,,,,
,28282,52.2146451,,,,
,28283,52.2222597,,,,
,28284,52.2284832,,,,
,28285,52.2373086,,,,
,28286,52.2453083,,,,
,28287,52.2534434,,,,
,28288,52.2621569,,,,
,28289,52.2674999,,,,
,28290,52.275076,,,,
,28291,52.2839577,,,,
,28292,52.291607,,,,
,28293,52.3006151,,,,
,28294,52.3091481,,,,
,28295,52.3172088,,,,
,28296,52.3236264,,,,
,28297,52.3294854,,,,
,28298,52.3346808,,,,
,28299,52.3402263,,,,
,28300,52.347269,,,,
,28301,52.3522205,,,,
,28302,52.3582773,,,,
,28303,52.3684868,,,,
,28304,52.3774499,,,,
,28305,52.3825631,,,,
,28306,52.3884319,,,,
,28307,52.3946827,,,,
,28308,52.4010378,,,,
,28309,52.4068173,,,,
,28310,52.4163109,,,,
,28311,52.4247742,,,,
,28312,52.4346414,,,,
,28313,52.4414292,,,,
,28314,52.4465725,,,,
,28315,52.4547588,,,,
,28316,52.4622638,,,,
,28317,52.4695939,,,,
,28318,52.4744921,,,,
,28319,52.4816358,,,,
,28320,52.4905321,,,,
,28321,52.495996,,,,
,28322,52.5028133,,,,
,28323,52.5086668,,,,
,28324,52.5151237,,,,
,28325,52.5216989,,,,
,28326,52.5284411,,,,
,28327,52.5358978,,,,
,28328,52.544957,,,,
,28329,52.5525317,,,,
,28330,52.5582686,,,,
,28331,52.5642082,,,,
,28332,52.5720811,,,,
,28333,52.5800789,,,,
,28334,52.5870344,,,,
,28335,52.5924121,,,,
,28336,52.5972721,,,,
,28337,52.6030487,,,,
,28338,52.6110721,,,,
,28339,52.6188993,,,,
,28340,52.6254972,,,,
,28341,52.6319604,,,,
,28342,52.640622,,,,
,28343,52.6488877,,,,
,28344,52.6572158,,,,
,28345,52.6653606,,,,
,28346,52.6710458,,,,
,28347,52.6842647,,,,
,28348,52.6920426,,,,
,28349,52.7009217,,,,
,28350,52.7075869,,,,
,28351,52.7160702,,,,
,28352,52.7256817,,,,
,28353,52.7362715,,,,
,28354,52.7441615,,,,
,28355,52.7496612,,,,
,28356,52.7579374,,,,
,28357,52.7659693,,,,
,28358,52.7718559,,,,
,28359,52.7782619,,,,
,28360,52.7864302,,,,
,28361,52.7925033,,,,
,28362,52.7993847,,,,
,28363,52.80826,,,,
,28364,52.8140069,,,,
,28365,52.8210026,,,,
,28366,52.8281829,,,,
,28367,52.8369045,,,,
,28368,52.844584,,,,
,28369,52.8533653,,,,
,28370,52.8635795,,,,
,28371,52.8752665,,,,
,28372,52.8832958,,,,
,28373,52.8913618,,,,
,28374,52.9011697,,,,
,28375,52.9085361,,,,
,28376,52.9179116,,,,
,28377,52.9284139,,,,
,28378,52.9347746,,,,
,28379,52.9432829,,,,
,28380,52.9529085,,,,
,28381,52.9606649,,,,
,28382,52.9649137,,,,
,28383,52.9684258,,,,
,28384,52.9731115,,,,
,28385,52.9777091,,,,
,28386,52.9809073,,,,
,28387,52.9876596,,,,
,28388,52.9945845,,,,
,28389,53.0060473,,,,
,28390,53.011916,,,,
,28391,53.0169429,,,,
,28392,53.027064,,,,
,28393,53.0311132,,,,
,28394,53.0380572,,,,
,28395,53.0450777,,,,
,28396,53.0508267,,,,
,28397,53.0553533,,,,
,28398,53.0637244,,,,
,28399,53.0693364,,,,
,28400,53.0771871,,,,
,28401,53.0844521,,,,
,28402,53.0928916,,,,
,28403,53.0983259,,,,
,28404,53.1059774,,,,
,28405,53.1128126,,,,
,28406,53.1223632,,,,
,28407,53.1287566,,,,
,28408,53.1406262,,,,
,28409,53.1502556,,,,
,28410,53.1586812,,,,
,28411,53.1658621,,,,
,28412,53.1759655,,,,
,28413,53.1841846,,,,
,28414,53.1920106,,,,
,28415,53.2005399,,,,
,28416,53.2082673,,,,
,28417,53.2155928,,,,
,28418,53.2233235,,,,
,28419,53.2325262,,,,
,28420,53.2437951,,,,
,28421,53.251903,,,,
,28422,53.2624445,,,,
,28423,53.2728204,,,,
,28424,53.2805322,,,,
,28425,53.2865575,,,,
,28426,53.2950395,,,,
,28427,53.3026002,,,,
,28428,53.3092758,,,,
,28429,53.3121575,,,,
,28430,53.3165106,,,,
,28431,53.3206806,,,,
,28432,53.3268421,,,,
,28433,53.3299431,,,,
,28434,53.3351801,,,,
,28435,53.3396321,,,,
,28436,53.3459148,,,,
,28437,53.3481514,,,,
,28438,53.3517783,,,,
,28439,53.3542926,,,,
,28440,53.3569706,,,,
,28441,53.3592164,,,,
,28442,53.3620098,,,,
,28443,53.3666783,,,,
,28444,53.373235,,,,
,28445,53.3791338,,,,
,28446,53.3818483,,,,
,28447,53.3877351,,,,
,28448,53.3940944,,,,
,28449,53.3991942,,,,
,28450,53.4037904,,,,
,28451,53.4055805,,,,
,28452,53.4100838,,,,
,28453,53.414265,,,,
,28454,53.4171193,,,,
,28455,53.4205694,,,,
,28456,53.4254596,,,,
,28457,53.4289223,,,,
,28458,53.4322901,,,,
,28459,53.4340485,,,,
,28460,53.4387737,,,,
,28461,53.4403598,,,,
,28462,53.445145,,,,
,28463,53.4482623,,,,
,28464,53.451188,,,,
,28465,53.4545986,,,,
,28466,53.458098,,,,
,28467,53.4608585,,,,
,28468,53.4643389,,,,
,28469,53.4675377,,,,
,28470,53.4704329,,,,
,28471,53.4734711,,,,
,28472,53.4751962,,,,
,28473,53.4772152,,,,
,28474,53.4821446,,,,
,28475,53.4855078,,,,
,28476,53.4871686,,,,
,28477,53.4897884,,,,
,28478,53.4935098,,,,
,28479,53.4957723,,,,
,28480,53.5004987,,,,
,28481,53.5038947,,,,
,28482,53.508734,,,,
,28483,53.5131962,,,,
,28484,53.5167088,,,,
,28485,53.522356,,,,
,28486,53.5251952,,,,
,28487,53.5272494,,,,
,28488,53.5285261,,,,
,28489,53.5315454,,,,
,28490,53.5322238,,,,
,28491,53.5336526,,,,
,28492,53.5366258,,,,
,28493,53.5374642,,,,
,28494,53.5390505,,,,
,28495,53.5432259,,,,
,28496,53.5460489,,,,
,28497,53.5486496,,,,
,28498,53.5522678,,,,
,28499,53.5561964,,,,
,28500,53.5593758,,,,
,28501,53.564638,,,,
,28502,53.5685134,,,,
,28503,53.572362,,,,
,28504,53.5774884,,,,
,28505,53.579832,,,,
,28506,53.582025,,,,
,28507,53.5854813,,,,
,28508,53.5880342,,,,
,28509,53.5909402,,,,
,28510,53.5937123,,,,
,28511,53.5981399,,,,
,28512,53.601563,,,,
,28513,53.6053288,,,,
,28514,53.6093126,,,,
,28515,53.6131387,,,,
,28516,53.6170147,,,,
,28517,53.6205402,,,,
,28518,53.6229428,,,,
,28519,53.6259142,,,,
,28520,53.6300797,,,,
,28521,53.6346092,,,,
,28522,53.639532,,,,
,28523,53.6433035,,,,
,28524,53.6469874,,,,
,28525,53.6514544,,,,
,28526,53.6543444,,,,
,28527,53.6572556,,,,
,28528,53.6597672,,,,
,28529,53.6628294,,,,
,28530,53.6648688,,,,
,28531,53.6658788,,,,
,28532,53.66879,,,,
,28533,53.6708741,,,,
,28534,53.6732724,,,,
,28535,53.6756778,,,,
,28536,53.6772135,,,,
,28537,53.6787242,,,,
,28538,53.6815101,,,,
,28539,53.6824383,,,,
,28540,53.6824429,,,,
,28541,53.6840347,,,,
,28542,53.6859506,,,,
,28543,53.6866723,,,,
,28544,53.6887073,,,,
,28545,53.690577,,,,
,28546,53.6930207,,,,
,28547,53.6946419,,,,
,28548,53.695846,,,,
,28549,53.6968371,,,,
,28550,53.6985204,,,,
,28551,53.6998534,,,,
,28552,53.7007428,,,,
,28553,53.7029648,,,,
,28554,53.7029648,,,,
,28555,53.7031113,,,,
,28556,53.7031113,,,,
,28557,53.7031113,,,,
,28558,53.7031113,,,,
,28559,53.7031331,,,,
,28560,53.7031331,,,,
,28561,53.7031331,,,,
,28562,53.7031331,,,,
,28563,53.7031331,,,,
,28564,53.7031331,,,,
,28565,53.7031331,,,,
,28566,53.7031331,,,,
,28567,53.7031331,,,,
,28568,53.7031331,,,,
,28569,53.7031331,,,,
,28570,53.7031331,,,,
,28571,53.7031331,,,,
,28572,53.7031331,,,,
,28573,53.7031331,,,,
,28574,53.7031331,,,,
,28575,53.7031331,,,,
,28576,53.7031331,,,,
,28577,53.7031331,,,,
,28578,53.7031331,,,,
,28579,53.7031331,,,,
,28580,53.7031331,,,,
,28581,53.7031331,,,,
,28582,53.7031331,,,,
,28583,53.7031331,,,,
,28584,53.7031331,,,,
,28585,53.7031331,,,,
,28586,53.7031331,,,,
,28587,53.7031331,,,,
,28588,53.7031331,,,,
,28589,53.7031331,,,,
,28590,53.7031331,,,,
,28591,53.7031331,,,,
,28592,53.7031331,,,,
,28593,53.7031331,,,,
,28594,53.7031331,,,,
,28595,53.7031331,,,,
,28596,53.7031331,,,,
,28597,53.7031331,,,,
,28598,53.7031331,,,,
,28599,53.7031331,,,,
,28600,53.7031331,,,,
,28601,53.7031331,,,,
,28602,53.7031331,,,,
,28603,53.7031331,,,,
,28604,53.7031331,,,,
,28605,53.7031331,,,,
,28606,53.7031331,,,,
,28607,53.7031331,,,,
,28608,53.7031331,,,,
,28609,53.7031331,,,,
,28610,53.7031331,,,,
,28611,53.7031331,,,,
,28612,53.7031331,,,,
,28613,53.7031331,,,,
,28614,53.7031331,,,,
,28615,53.7031331,,,,
,28616,53.7031331,,,,
,28617,53.7031331,,,,
,28618,53.7031331,,,,
,28619,53.7031331,,,,
,28620,53.7031331,,,,
,28621,53.7031331,,,,
,28622,53.7031331,,,,
,28623,53.7031331,,,,
,28624,53.7031331,,,,
,28625,53.7031331,,,,
,28626,53.7031331,,,,
,28627,53.7031331,,,,
,28628,53.7060164,,,,
,28629,53.7065581,,,,
,28630,53.7065581,,,,
,28631,53.7065581,,,,
,28632,53.7065581,,,,
,28633,53.7065581,,,,
,28634,53.7065581,,,,
,28635,53.7065581,,,,
,28636,53.7065581,,,,
,28637,53.7065581,,,,
,28638,53.7065581,,,,
,28639,53.7065581,,,,
,28640,53.7065581,,,,
,28641,53.7065581,,,,
,28642,53.7065581,,,,
,28643,53.7065581,,,,
,28644,53.7065581,,,,
,28645,53.7065581,,,,
,28646,53.7065581,,,,
,28647,53.7091486,,,,
,28648,53.7091486,,,,
,28649,53.7091486,,,,
,28650,53.7091486,,,,
,28651,53.7091486,,,,
,28652,53.7091486,,,,
,28653,53.7091486,,,,
,28654,53.7091486,,,,
,28655,53.7091486,,,,
,28656,53.7091486,,,,
,28657,53.7091486,,,,
,28658,53.7091486,,,,
,28659,53.7091486,,,,
,28660,53.7091486,,,,
,28661,53.7091486,,,,
,28662,53.7091486,,,,
,28663,53.7091486,,,,
,28664,53.7091486,,,,
,28665,53.7091486,,,,
,28666,53.7091486,,,,
,28667,53.7091486,,,,
,28668,53.7091486,,,,
,28669,53.7091486,,,,
,28670,53.7091486,,,,
,28671,53.7091486,,,,
,28672,53.7091486,,,,
,28673,53.7091486,,,,
,28674,53.7091486,,,,
,28675,53.7091486,,,,
,28676,53.7091486,,,,
,28677,53.7091486,,,,
,28678,53.7091486,,,,
,28679,53.7091486,,,,
,28680,53.7091486,,,,
,28681,53.7091486,,,,
,28682,53.7091486,,,,
,28683,53.7091486,,,,
,28684,53.7091486,,,,
,28685,53.7091486,,,,
,28686,53.7091486,,,,
,28687,53.7091486,,,,
,28688,53.7091486,,,,
,28689,53.7091486,,,,
,28690,53.7091486,,,,
,28691,53.7091486,,,,
,28692,53.7091486,,,,
,28693,53.7091486,,,,
,28694,53.7091486,,,,
,28695,53.7091486,,,,
,28696,53.7091486,,,,
,28697,53.7091486,,,,
,28698,53.7091486,,,,
,28699,53.7091486,,,,
,28700,53.7091486,,,,
,28701,53.7091486,,,,
,28702,53.7091486,,,,
,28703,53.7091486,,,,
,28704,53.7091486,,,,
,28705,53.7091486,,,,
,28706,53.7091486,,,,
,28707,53.7091486,,,,
,28708,53.7091486,,,,
,28709,53.7091486,,,,
,28710,53.7091486,,,,
,28711,53.7091486,,,,
,28712,53.7091486,,,,
,28713,53.7091486,,,,
,28714,53.7091486,,,,
,28715,53.7091486,,,,
,28716,53.7091486,,,,
,28717,53.7091486,,,,
,28718,53.7091486,,,,
,28719,53.7091486,,,,
,28720,53.7091486,,,,
,28721,53.7091486,,,,
,28722,53.7091486,,,,
,28723,53.7091486,,,,
,28724,53.7091486,,,,
,28725,53.7091486,,,,
,28726,53.7091486,,,,
,28727,53.7091486,,,,
,28728,53.7091486,,,,
,28729,53.7091486,,,,
,28730,53.7091486,,,,
,28731,53.7091486,,,,
,28732,53.7091486,,,,
,28733,53.7091486,,,,
,28734,53.7091486,,,,
,28735,53.7091486,,,,
,28736,53.7091486,,,,
,28737,53.7091486,,,,
,28738,53.7091486,,,,
,28739,53.7091486,,,,
,28740,53.7091486,,,,
,28741,53.7091486,,,,
,28742,53.7091486,,,,
,28743,53.7091486,,,,
,28744,53.7091486,,,,
,28745,53.7091486,,,,
,28746,53.7091486,,,,
,28747,53.7091486,,,,
,28748,53.7091486,,,,
,28749,53.7091486,,,,
,28750,53.7091486,,,,
,28751,53.7091486,,,,
,28752,53.7091486,,,,
,28753,53.7091486,,,,
,28754,53.7091486,,,,
,28755,53.7091486,,,,
,28756,53.7091486,,,,
,28757,53.7091486,,,,
,28758,53.7091486,,,,
,28759,53.7091486,,,,
,28760,53.7091486,,,,
,28761,53.7091486,,,,
,28762,53.7091486,,,,
,28763,53.7091486,,,,
,28764,53.7091486,,,,
,28765,53.7091486,,,,
,28766,53.7091486,,,,
,28767,53.7091486,,,,
,28768,53.7091486,,,,
,28769,53.7091486,,,,
,28770,53.7091486,,,,
,28771,53.7091486,,,,
,28772,53.7091486,,,,
,28773,53.7091486,,,,
,28774,53.7091486,,,,
,28775,53.7091486,,,,
,28776,53.7091486,,,,
,28777,53.7091486,,,,
,28778,53.7091486,,,,
,28779,53.7091486,,,,
,28780,53.7091486,,,,
,28781,53.7091486,,,,
,28782,53.7091486,,,,
,28783,53.7091486,,,,
,28784,53.7091486,,,,
,28785,53.7091486,,,,
,28786,53.7091486,,,,
,28787,53.7091486,,,,
,28788,53.7091486,,,,
,28789,53.7091486,,,,
,28790,53.7091486,,,,
,28791,53.7091486,,,,
,28792,53.7091486,,,,
,28793,53.7091486,,,,
,28794,53.7091486,,,,
,28795,53.7091486,,,,
,28796,53.7091486,,,,
,28797,53.7091486,,,,
,28798,53.7091486,,,,
,28799,53.7091486,,,,
,28800,53.7091486,,,,
,28801,53.7091486,,,,
,28802,53.7091486,,,,
,28803,53.7091486,,,,
,28804,53.7091486,,,,
,28805,53.7091486,,,,
,28806,53.7091486,,,,
,28807,53.7091486,,,,
,28808,53.7091486,,,,
,28809,53.7091486,,,,
,28810,53.7091486,,,,
,28811,53.7091486,,,,
,28812,53.7091486,,,,
,28813,53.7091486,,,,
,28814,53.7091486,,,,
,28815,53.7091486,,,,
,28816,53.7091486,,,,
,28817,53.7091486,,,,
,28818,53.7091486,,,,
,28819,53.7091486,,,,
,28820,53.7091486,,,,
,28821,53.7091486,,,,
,28822,53.7091486,,,,
,28823,53.7091486,,,,
,28824,53.7091486,,,,
,28825,53.7091486,,,,
,28826,53.7091486,,,,
,28827,53.7091486,,,,
,28828,53.7091486,,,,
,28829,53.7091486,,,,
,28830,53.7091486,,,,
,28831,53.7091486,,,,
,28832,53.7091486,,,,
,28833,53.7091486,,,,
,28834,53.7091486,,,,
,28835,53.7091486,,,,
,28836,53.7091486,,,,
,28837,53.7091486,,,,
,28838,53.7091486,,,,
,28839,53.7091486,,,,
,28840,53.7091486,,,,
,28841,53.7091486,,,,
,28842,53.7091486,,,,
,28843,53.7091486,,,,
,28844,53.7091486,,,,
,28845,53.7091486,,,,
,28846,53.7091486,,,,
,28847,53.7091486,,,,
,28848,53.7091486,,,,
,28849,53.7091486,,,,
,28850,53.7091486,,,,
,28851,53.7091486,,,,
,28852,53.7091486,,,,
,28853,53.7091486,,,,
,28854,53.7091486,,,,
,28855,53.7091486,,,,
,28856,53.7091486,,,,
,28857,53.7091486,,,,
,28858,53.7091486,,,,
,28859,53.7091486,,,,
,28860,53.7091486,,,,
,28861,53.7091486,,,,
,28862,53.7091486,,,,
,28863,53.7091486,,,,
,28864,53.7091486,,,,
,28865,53.7091486,,,,
,28866,53.7091486,,,,
,28867,53.7091486,,,,
,28868,53.7091486,,,,
,28869,53.7091486,,,,
,28870,53.7091486,,,,
,28871,53.7091486,,,,
,28872,53.7091486,,,,
,28873,53.7091486,,,,
,28874,53.7091486,,,,
,28875,53.7091486,,,,
,28876,53.7091486,,,,
,28877,53.7091486,,,,
,28878,53.7091486,,,,
,28879,53.7091486,,,,
,28880,53.7091486,,,,
,28881,53.7091486,,,,
,28882,53.7091486,,,,
,28883,53.7091486,,,,
,28884,53.7091486,,,,
,28885,53.7091486,,,,
,28886,53.7091486,,,,
,28887,53.7091486,,,,
,28888,53.7091486,,,,
,28889,53.7091486,,,,
,28890,53.7091486,,,,
,28891,53.7091486,,,,
,28892,53.7091486,,,,
,28893,53.7091486,,,,
,28894,53.7091486,,,,
,28895,53.7091486,,,,
,28896,53.7091486,,,,
,28897,53.7091486,,,,
,28898,53.7091486,,,,
,28899,53.7091486,,,,
,28900,53.7091486,,,,
,28901,53.7091486,,,,
,28902,53.7091486,,,,
,28903,53.7091486,,,,
,28904,53.7091486,,,,
,28905,53.7091486,,,,
,28906,53.7091486,,,,
,28907,53.7091486,,,,
,28908,53.7091486,,,,
,28909,53.7091486,,,,
,28910,53.7091486,,,,
,28911,53.7091486,,,,
,28912,53.7091486,,,,
,28913,53.7091486,,,,
,28914,53.7091486,,,,
,28915,53.7091486,,,,
,28916,53.7091486,,,,
,28917,53.7091486,,,,
,28918,53.7091486,,,,
,28919,53.7091486,,,,
,28920,53.7091486,,,,
,28921,53.7091486,,,,
,28922,53.7091486,,,,
,28923,53.7091486,,,,
,28924,53.7091486,,,,
,28925,53.7091486,,,,
,28926,53.7091486,,,,
,28927,53.7091486,,,,
,28928,53.7091486,,,,
,28929,53.7091486,,,,
,28930,53.7091486,,,,
,28931,53.7091486,,,,
,28932,53.7091486,,,,
,28933,53.7091486,,,,
,28934,53.7091486,,,,
,28935,53.7091486,,,,
,28936,53.7091486,,,,
,28937,53.7091486,,,,
,28938,53.7091486,,,,
,28939,53.7091486,,,,
,28940,53.7091486,,,,
,28941,53.7091486,,,,
,28942,53.7091486,,,,
,28943,53.7091486,,,,
,28944,53.7091486,,,,
,28945,53.7091486,,,,
,28946,53.7091486,,,,
,28947,53.7091486,,,,
,28948,53.7091486,,,,
,28949,53.7091486,,,,
,28950,53.7091486,,,,
,28951,53.7091486,,,,
,28952,53.7091486,,,,
,28953,53.7091486,,,,
,28954,53.7091486,,,,
,28955,53.7091486,,,,
,28956,53.7091486,,,,
,28957,53.7091486,,,,
,28958,53.7091486,,,,
,28959,53.7091486,,,,
,28960,53.7091486,,,,
,28961,53.7091486,,,,
,28962,53.7091486,,,,
,28963,53.7091486,,,,
,28964,53.7091486,,,,
,28965,53.7091486,,,,
,28966,53.7091486,,,,
,28967,53.7091486,,,,
,28968,53.7091486,,,,
,28969,53.7091486,,,,
,28970,53.7091486,,,,
,28971,53.7091486,,,,
,28972,53.7091486,,,,
,28973,53.7091486,,,,
,28974,53.7091486,,,,
,28975,53.7091486,,,,
,28976,53.7091486,,,,
,28977,53.7091486,,,,
,28978,53.7091486,,,,
,28979,53.7091486,,,,
,28980,53.7091486,,,,
,28981,53.7091486,,,,
